user_id,session_date,session_duration_min,videos_watched,likes,comments,is_retained_7d
user_129,2025-07-16,14.82,4,0,0,1
user_129,2025-07-16,15.8,8,3,2,1
user_130,2025-04-28,11.17,8,2,2,0
user_130,2025-05-02,7.24,7,4,2,0
user_130,2025-05-03,19.05,6,3,1,0
user_130,2025-05-04,4.53,8,2,2,0
user_130,2025-05-05,9.26,11,3,3,0
user_130,2025-05-11,4.33,4,0,0,0
user_130,2025-05-29,18.19,2,1,0,0
user_130,2025-05-30,10.36,6,1,1,0
user_130,2025-06-01,7.72,8,2,1,0
user_130,2025-06-05,3.38,5,1,0,0
user_130,2025-06-08,6.5,12,3,2,0
user_130,2025-06-23,39.54,13,4,0,0
user_130,2025-06-25,13.62,8,4,1,0
user_130,2025-06-28,2.64,9,2,0,0
user_130,2025-07-03,20.21,11,4,1,0
user_130,2025-07-11,1.77,9,5,2,1
user_131,2025-04-19,1.57,7,4,2,0
user_131,2025-04-25,0.59,7,0,1,0
user_131,2025-04-30,9.57,9,2,1,0
user_131,2025-05-04,1.96,6,1,0,0
user_131,2025-05-09,11.7,5,3,0,0
user_131,2025-05-10,9.65,11,3,2,0
user_131,2025-05-11,8.78,8,1,0,0
user_131,2025-05-15,9.44,8,2,0,0
user_131,2025-05-17,32.02,8,3,0,0
user_131,2025-06-03,3.93,9,5,0,0
user_131,2025-06-17,21.56,8,1,1,0
user_131,2025-06-22,17.75,9,6,1,0
user_131,2025-06-24,0.17,10,5,1,0
user_131,2025-07-01,0.39,6,0,0,0
user_131,2025-07-04,1.68,9,2,0,0
user_131,2025-07-07,37.02,14,5,1,1
user_131,2025-07-12,9.86,7,4,0,1
user_132,2025-04-23,14.67,7,3,0,0
user_132,2025-04-28,6.08,8,1,1,0
user_132,2025-04-28,29.39,2,1,0,0
user_132,2025-04-30,17.46,5,3,0,0
user_132,2025-05-01,12.49,9,2,0,0
user_132,2025-05-07,3.13,11,4,3,0
user_132,2025-05-14,0.24,10,3,0,0
user_132,2025-05-15,4.78,7,0,0,0
user_132,2025-05-15,2.79,3,1,1,0
user_132,2025-05-24,15.67,9,2,1,0
user_132,2025-06-02,24.26,2,0,0,0
user_132,2025-06-11,11.61,4,2,0,0
user_132,2025-06-12,1.77,4,0,0,0
user_132,2025-06-15,5.5,11,4,3,0
user_132,2025-06-19,0.14,7,3,0,0
user_132,2025-06-20,1.52,12,4,2,0
user_132,2025-06-24,57.51,2,1,0,0
user_132,2025-07-07,9.74,8,6,1,1
user_132,2025-07-09,0.51,5,1,0,1
user_133,2025-04-25,0.12,9,3,0,0
user_133,2025-05-07,0.22,7,0,0,0
user_133,2025-05-10,8.74,12,6,1,0
user_133,2025-05-25,1.39,7,3,0,0
user_133,2025-05-30,3.64,4,1,2,0
user_133,2025-06-05,28.31,4,0,0,0
user_133,2025-06-06,2.84,5,1,2,0
user_133,2025-06-16,20.95,7,2,1,0
user_133,2025-06-24,10.55,4,1,1,0
user_133,2025-07-05,9.32,8,2,0,1
user_134,2025-04-23,4.01,9,1,3,0
user_134,2025-04-25,17.11,10,2,1,0
user_134,2025-04-26,33.59,11,4,0,0
user_134,2025-04-28,0.56,11,4,3,0
user_134,2025-05-01,2.38,4,2,0,0
user_134,2025-05-06,4.02,8,4,0,0
user_134,2025-05-17,0.82,8,3,1,0
user_134,2025-05-28,4.92,3,1,0,0
user_134,2025-05-28,17.81,5,2,0,0
user_134,2025-06-02,13.12,9,4,1,0
user_134,2025-06-02,0.19,3,1,1,0
user_134,2025-06-03,2.25,7,4,2,0
user_134,2025-06-03,6.6,6,2,0,0
user_134,2025-06-06,12.08,9,4,1,0
user_134,2025-06-07,0.33,10,2,1,0
user_134,2025-06-08,5.57,4,1,0,0
user_134,2025-06-09,2.97,3,0,0,0
user_134,2025-06-20,22.5,8,3,1,0
user_134,2025-06-29,3.03,6,3,0,1
user_135,2025-04-20,10.97,5,1,0,0
user_135,2025-04-22,1.52,4,0,0,0
user_135,2025-04-23,0.83,6,3,0,0
user_135,2025-04-23,20.16,7,4,1,0
user_135,2025-04-24,12.32,9,2,2,0
user_135,2025-05-19,4.8,4,1,0,0
user_135,2025-05-23,2.4,4,0,2,0
user_135,2025-05-24,9.41,7,1,0,0
user_135,2025-05-29,9.96,6,2,2,0
user_135,2025-05-29,19.0,9,4,0,0
user_135,2025-06-09,5.07,7,0,0,0
user_135,2025-06-22,1.0,12,3,0,0
user_135,2025-06-24,0.09,7,5,1,0
user_135,2025-06-25,0.27,7,2,0,0
user_135,2025-06-26,34.65,5,3,2,0
user_135,2025-06-29,11.29,8,2,1,0
user_135,2025-06-30,0.63,4,1,0,0
user_135,2025-07-11,32.87,10,5,0,1
user_135,2025-07-11,40.22,11,4,0,1
user_135,2025-07-16,3.37,8,3,2,1
user_136,2025-05-04,18.24,8,0,0,0
user_136,2025-05-19,5.04,6,0,1,0
user_136,2025-05-21,13.91,4,0,0,0
user_136,2025-05-22,31.07,12,0,1,0
user_136,2025-05-25,41.31,3,2,2,0
user_136,2025-06-04,29.07,8,4,2,0
user_136,2025-06-05,7.74,7,1,0,0
user_136,2025-06-05,0.03,3,0,0,0
user_136,2025-06-15,0.32,6,3,0,0
user_136,2025-06-15,0.66,7,2,4,0
user_136,2025-06-16,15.05,11,4,0,0
user_136,2025-06-18,7.54,2,0,0,0
user_136,2025-06-22,22.64,8,6,1,0
user_136,2025-07-05,1.23,6,0,1,0
user_136,2025-07-08,15.62,9,4,0,0
user_136,2025-07-15,30.27,6,0,0,1
user_136,2025-07-16,7.93,8,3,0,1
user_137,2025-04-18,12.01,8,3,0,0
user_137,2025-04-19,0.5,5,2,1,0
user_137,2025-04-20,2.36,7,3,0,0
user_137,2025-04-28,26.85,13,4,0,0
user_137,2025-05-08,9.95,13,7,0,0
user_137,2025-05-10,2.12,11,3,0,0
user_137,2025-05-12,6.13,5,1,1,0
user_137,2025-05-14,9.94,9,3,2,0
user_137,2025-05-19,5.76,7,2,1,0
user_137,2025-05-25,15.95,9,3,1,0
user_137,2025-06-04,10.09,5,3,0,0
user_137,2025-06-06,16.17,8,2,0,0
user_137,2025-06-17,2.53,9,0,2,0
user_137,2025-06-22,3.95,9,2,2,0
user_137,2025-06-25,6.77,10,1,2,0
user_137,2025-06-29,1.38,4,2,0,0
user_137,2025-07-01,4.65,10,6,2,0
user_137,2025-07-06,14.61,6,1,0,1
user_137,2025-07-11,4.31,7,3,2,1
user_138,2025-04-21,9.2,12,2,1,0
user_138,2025-04-22,7.38,6,2,0,0
user_138,2025-04-23,0.55,7,2,1,0
user_138,2025-04-27,20.94,7,1,0,0
user_138,2025-05-06,10.74,4,0,0,0
user_138,2025-05-07,18.07,6,1,0,0
user_138,2025-05-09,13.56,8,3,0,0
user_138,2025-05-24,14.65,6,3,0,0
user_138,2025-06-02,10.1,10,4,2,0
user_138,2025-06-10,0.29,5,2,0,0
user_138,2025-06-20,1.13,5,2,1,0
user_138,2025-06-23,16.78,11,3,1,0
user_138,2025-07-04,21.92,10,1,0,1
user_139,2025-04-23,2.28,8,5,1,0
user_139,2025-04-30,5.66,8,2,3,0
user_139,2025-05-07,2.17,7,1,0,0
user_139,2025-05-14,14.72,11,2,1,0
user_139,2025-05-15,3.31,8,5,0,0
user_139,2025-05-15,8.8,9,5,1,0
user_139,2025-05-16,20.29,8,5,0,0
user_139,2025-05-16,2.12,4,1,0,0
user_139,2025-05-26,1.78,6,0,1,0
user_139,2025-06-10,2.68,6,0,2,0
user_139,2025-06-13,8.63,6,4,1,0
user_139,2025-06-16,0.96,2,1,0,0
user_139,2025-06-17,3.66,4,2,1,0
user_139,2025-06-22,55.51,8,3,3,0
user_139,2025-06-30,13.86,13,7,0,0
user_139,2025-07-06,14.64,11,2,1,1
user_139,2025-07-09,5.01,11,3,2,1
user_139,2025-07-12,20.23,8,3,1,1
user_140,2025-05-01,5.95,10,2,1,0
user_140,2025-05-16,13.83,9,4,0,0
user_140,2025-05-21,12.06,4,2,1,0
user_140,2025-05-25,22.25,10,3,1,0
user_140,2025-05-30,6.1,7,1,0,0
user_140,2025-06-01,2.68,10,1,2,0
user_140,2025-06-17,8.28,9,0,2,0
user_140,2025-06-24,17.07,14,0,1,0
user_140,2025-06-27,2.68,7,0,1,0
user_140,2025-07-11,10.26,10,2,0,1
user_140,2025-07-14,6.07,4,3,0,1
user_141,2025-04-26,0.62,6,0,0,0
user_141,2025-04-30,41.55,11,3,1,0
user_141,2025-05-05,6.73,8,4,1,0
user_141,2025-05-06,2.19,10,5,0,0
user_141,2025-05-09,12.56,8,2,2,0
user_141,2025-05-15,24.39,3,0,0,0
user_141,2025-06-07,8.86,7,1,0,0
user_141,2025-06-07,1.7,5,0,1,0
user_141,2025-06-15,11.13,7,1,1,0
user_141,2025-06-20,24.82,11,6,1,0
user_141,2025-06-22,0.07,4,3,0,0
user_141,2025-06-29,19.4,8,2,0,0
user_141,2025-07-03,10.15,10,4,0,0
user_141,2025-07-03,0.1,10,1,1,0
user_141,2025-07-09,6.25,9,5,1,1
user_141,2025-07-10,18.78,8,1,1,1
user_141,2025-07-14,1.03,11,2,1,1
user_142,2025-04-19,10.55,5,1,0,0
user_142,2025-05-04,7.92,10,4,1,0
user_142,2025-05-12,50.33,11,4,0,0
user_142,2025-05-17,14.28,3,1,0,0
user_142,2025-05-31,10.77,9,4,1,0
user_142,2025-06-07,11.54,9,2,0,0
user_142,2025-06-11,6.86,8,3,0,0
user_142,2025-06-17,5.24,8,4,0,0
user_142,2025-06-22,7.67,6,1,0,0
user_142,2025-06-25,32.66,6,1,1,0
user_142,2025-07-05,18.55,11,1,2,0
user_142,2025-07-05,2.91,5,0,0,0
user_142,2025-07-13,0.87,9,2,2,1
user_143,2025-04-28,47.56,7,3,1,0
user_143,2025-05-06,1.34,6,1,0,0
user_143,2025-05-09,3.17,6,3,2,0
user_143,2025-05-20,2.26,11,2,1,0
user_143,2025-05-22,23.6,6,0,0,0
user_143,2025-05-31,7.9,5,2,0,0
user_143,2025-06-05,12.93,10,3,2,0
user_143,2025-06-06,7.2,5,1,1,0
user_143,2025-06-11,6.06,10,1,0,0
user_143,2025-06-26,20.01,9,2,0,0
user_143,2025-07-09,4.31,6,1,2,1
user_143,2025-07-11,7.97,10,3,3,1
user_143,2025-07-13,9.36,9,5,0,1
user_143,2025-07-16,16.13,13,3,2,1
user_144,2025-04-26,5.38,5,0,0,0
user_144,2025-05-01,13.38,4,1,1,0
user_144,2025-05-07,9.44,7,4,1,0
user_144,2025-05-11,11.36,6,2,0,0
user_144,2025-05-11,10.49,4,3,0,0
user_144,2025-05-21,0.43,4,1,1,0
user_144,2025-05-25,3.86,11,5,1,0
user_144,2025-05-30,34.32,5,0,0,0
user_144,2025-06-01,10.76,5,1,0,0
user_144,2025-06-03,8.04,6,1,1,0
user_144,2025-06-07,8.96,7,2,2,0
user_144,2025-07-02,5.42,7,1,0,0
user_144,2025-07-09,0.98,9,3,0,1
user_144,2025-07-15,1.51,8,3,0,1
user_145,2025-05-01,10.79,12,4,3,0
user_145,2025-05-11,15.15,6,2,0,0
user_145,2025-05-17,3.38,3,2,2,0
user_145,2025-05-22,12.99,5,0,0,0
user_145,2025-05-25,9.47,4,1,0,0
user_145,2025-06-01,14.56,8,5,1,0
user_145,2025-06-09,2.72,9,2,1,0
user_145,2025-06-15,7.59,8,4,2,0
user_145,2025-06-18,8.56,11,3,0,0
user_145,2025-07-02,2.24,6,1,0,0
user_145,2025-07-11,10.54,10,5,0,1
user_146,2025-04-23,17.03,5,1,0,0
user_146,2025-05-03,12.95,10,3,2,0
user_146,2025-05-03,0.31,12,7,0,0
user_146,2025-05-31,12.53,10,3,1,0
user_146,2025-06-01,0.45,6,2,2,0
user_146,2025-06-05,6.41,6,1,1,0
user_146,2025-06-14,0.02,7,2,2,0
user_146,2025-06-14,11.16,11,2,1,0
user_146,2025-06-21,7.15,10,4,0,0
user_146,2025-06-28,3.1,9,6,1,0
user_146,2025-06-30,5.76,9,3,1,0
user_146,2025-07-09,0.06,5,3,0,1
user_146,2025-07-13,6.84,7,2,2,1
user_147,2025-04-18,6.18,10,3,0,0
user_147,2025-04-21,6.18,7,2,0,0
user_147,2025-05-08,5.89,8,3,1,0
user_147,2025-05-25,17.73,5,2,2,0
user_147,2025-06-02,9.68,5,2,1,0
user_147,2025-06-17,44.19,8,2,0,0
user_147,2025-06-20,3.24,4,0,0,0
user_147,2025-06-25,36.4,12,7,0,0
user_147,2025-07-02,2.47,9,3,0,0
user_147,2025-07-03,2.98,6,3,0,0
user_147,2025-07-12,4.77,11,2,0,1
user_148,2025-04-18,2.03,5,1,0,0
user_148,2025-04-19,2.69,9,2,1,0
user_148,2025-04-19,4.58,10,6,1,0
user_148,2025-05-12,6.02,6,3,0,0
user_148,2025-05-21,5.87,9,2,0,0
user_148,2025-05-31,4.95,9,4,2,0
user_148,2025-05-31,14.56,7,2,0,0
user_148,2025-06-04,3.48,9,2,0,0
user_148,2025-06-06,16.68,10,2,0,0
user_148,2025-06-12,12.9,6,1,0,0
user_148,2025-06-12,19.1,12,6,1,0
user_148,2025-06-17,1.34,8,3,1,0
user_148,2025-06-17,44.28,5,1,0,0
user_148,2025-06-29,8.56,7,2,0,0
user_148,2025-06-30,12.44,6,1,0,0
user_148,2025-07-14,17.0,3,0,0,1
user_149,2025-04-26,3.32,5,2,0,0
user_149,2025-04-27,15.31,11,4,0,0
user_149,2025-05-01,5.7,4,2,0,0
user_149,2025-05-05,45.64,9,2,1,0
user_149,2025-05-08,10.64,6,1,0,0
user_149,2025-05-12,32.85,8,4,3,0
user_149,2025-05-21,5.64,6,2,1,0
user_149,2025-05-23,2.45,6,2,0,0
user_149,2025-05-24,7.64,6,2,0,0
user_149,2025-06-04,10.64,4,1,3,0
user_149,2025-06-07,7.59,6,1,0,0
user_149,2025-06-18,0.6,5,2,1,0
user_149,2025-06-30,10.53,8,2,0,0
user_149,2025-07-03,9.95,4,2,0,0
user_149,2025-07-08,0.36,6,1,0,0
user_149,2025-07-16,3.08,9,3,0,1
user_150,2025-04-18,10.12,7,4,1,0
user_150,2025-04-23,3.61,6,2,3,0
user_150,2025-04-26,4.3,6,3,1,0
user_150,2025-04-26,9.0,6,1,0,0
user_150,2025-05-03,8.8,6,4,0,0
user_150,2025-05-22,59.94,4,2,1,0
user_150,2025-05-27,35.88,12,3,0,0
user_150,2025-06-01,4.75,8,5,1,0
user_150,2025-06-04,10.95,8,1,1,0
user_150,2025-06-06,0.77,13,6,1,0
user_150,2025-06-07,1.79,4,1,0,0
user_150,2025-06-15,2.16,10,3,1,0
user_150,2025-06-25,14.34,11,3,1,0
user_150,2025-06-27,5.62,8,2,0,1
user_150,2025-07-04,5.68,5,2,1,1
user_150,2025-07-04,0.64,7,2,1,1
user_151,2025-04-20,8.01,6,2,0,0
user_151,2025-04-21,0.99,9,1,0,0
user_151,2025-04-22,10.79,7,3,0,0
user_151,2025-04-24,3.79,10,4,1,0
user_151,2025-05-07,11.09,6,3,0,0
user_151,2025-05-16,2.06,10,1,1,0
user_151,2025-05-30,0.25,8,0,1,0
user_151,2025-06-07,2.63,13,0,0,0
user_151,2025-07-05,5.78,10,2,2,1
user_151,2025-07-06,3.56,13,2,3,1
user_151,2025-07-07,12.91,6,2,1,1
user_151,2025-07-10,0.48,3,0,0,1
user_151,2025-07-10,16.26,5,0,0,1
user_152,2025-04-24,9.88,5,2,0,0
user_152,2025-04-30,12.06,9,3,2,0
user_152,2025-05-02,7.03,9,5,1,0
user_152,2025-05-09,0.07,3,0,1,0
user_152,2025-05-17,10.11,7,3,2,0
user_152,2025-05-23,8.76,6,4,1,0
user_152,2025-05-23,28.41,8,5,1,0
user_152,2025-06-09,19.31,4,1,0,0
user_152,2025-06-21,14.46,9,0,1,0
user_152,2025-06-22,10.4,4,2,0,0
user_152,2025-06-24,8.83,9,2,1,0
user_152,2025-06-25,5.82,5,1,0,0
user_152,2025-07-02,4.98,7,2,2,0
user_152,2025-07-07,15.59,8,4,2,0
user_152,2025-07-13,6.04,10,1,0,1
user_152,2025-07-15,5.58,5,1,0,1
user_153,2025-04-20,5.32,6,3,1,0
user_153,2025-04-22,0.51,6,2,0,0
user_153,2025-04-25,2.94,6,0,0,0
user_153,2025-05-12,8.77,9,2,1,0
user_153,2025-05-18,9.34,10,2,1,0
user_153,2025-05-20,19.02,7,3,1,0
user_153,2025-05-23,16.62,12,4,0,0
user_153,2025-05-26,4.85,4,1,0,0
user_153,2025-05-27,6.49,7,0,1,0
user_153,2025-06-01,1.34,8,3,1,0
user_153,2025-06-02,9.41,7,3,1,0
user_153,2025-06-12,2.24,4,1,0,0
user_153,2025-06-16,12.52,6,2,0,0
user_153,2025-06-18,0.46,10,3,2,0
user_153,2025-06-21,4.58,6,3,2,0
user_153,2025-06-26,11.08,11,4,1,0
user_153,2025-06-26,4.89,7,2,0,0
user_153,2025-06-28,10.81,5,2,1,0
user_153,2025-07-02,14.81,10,2,2,0
user_153,2025-07-11,0.28,2,1,0,1
user_153,2025-07-12,8.06,6,2,1,1
user_153,2025-07-14,13.57,8,2,0,1
user_153,2025-07-16,4.64,3,1,0,1
user_154,2025-04-18,14.74,2,2,0,0
user_154,2025-04-25,12.73,7,0,1,0
user_154,2025-04-27,12.94,6,1,1,0
user_154,2025-05-01,1.23,7,5,0,0
user_154,2025-05-15,1.19,6,2,1,0
user_154,2025-05-16,3.1,6,1,0,0
user_154,2025-05-20,7.62,7,4,0,0
user_154,2025-06-14,3.61,10,4,0,0
user_154,2025-06-21,3.0,5,3,0,1
user_154,2025-06-23,0.67,10,4,2,1
user_155,2025-04-20,24.74,7,0,1,0
user_155,2025-04-25,33.85,4,0,1,0
user_155,2025-04-26,7.25,5,3,1,0
user_155,2025-04-29,0.79,7,1,1,0
user_155,2025-05-04,11.98,11,1,0,0
user_155,2025-05-12,0.56,8,4,0,0
user_155,2025-05-14,7.19,4,1,0,0
user_155,2025-05-17,4.92,10,2,1,0
user_155,2025-05-19,32.58,13,3,1,0
user_155,2025-05-22,23.38,7,0,1,0
user_155,2025-05-22,24.71,4,0,1,0
user_155,2025-05-24,0.04,11,1,1,0
user_155,2025-05-28,29.24,7,1,1,0
user_155,2025-06-06,9.18,2,0,1,1
user_155,2025-06-10,1.67,8,4,1,1
user_156,2025-04-23,5.13,6,1,0,0
user_156,2025-04-24,0.49,14,4,1,0
user_156,2025-04-30,24.07,5,1,1,0
user_156,2025-05-03,15.97,5,1,0,0
user_156,2025-05-15,11.24,3,1,0,0
user_156,2025-05-22,1.14,15,2,1,0
user_156,2025-05-25,28.76,8,1,0,0
user_156,2025-05-27,4.73,9,4,0,0
user_156,2025-05-31,9.13,5,2,0,0
user_156,2025-06-01,1.51,9,3,1,0
user_156,2025-06-08,3.99,2,0,0,0
user_156,2025-07-08,14.74,4,1,0,1
user_156,2025-07-08,2.98,9,3,2,1
user_156,2025-07-15,6.12,7,1,0,1
user_157,2025-04-27,2.53,5,0,0,0
user_157,2025-05-05,0.43,13,3,2,0
user_157,2025-05-10,2.39,7,1,1,0
user_157,2025-05-10,3.97,12,3,1,0
user_157,2025-05-15,0.57,8,3,0,0
user_157,2025-05-17,10.55,9,2,3,0
user_157,2025-05-17,22.49,6,3,0,0
user_157,2025-05-18,10.6,5,1,2,0
user_157,2025-06-10,8.36,6,0,0,0
user_157,2025-06-12,4.29,6,1,0,0
user_157,2025-06-13,3.62,9,6,1,0
user_157,2025-06-29,11.47,6,3,1,0
user_157,2025-06-30,1.96,8,2,2,0
user_157,2025-07-04,3.83,5,1,0,0
user_157,2025-07-12,0.97,8,4,0,1
user_158,2025-04-30,10.42,10,1,2,0
user_158,2025-05-06,5.7,9,2,0,0
user_158,2025-05-16,5.06,5,1,1,0
user_158,2025-05-16,4.83,10,2,0,0
user_158,2025-07-12,3.01,8,2,0,1
user_158,2025-07-13,13.44,6,1,0,1
user_158,2025-07-14,4.59,5,0,0,1
user_158,2025-07-14,0.68,8,2,0,1
user_159,2025-04-28,15.21,7,1,1,0
user_159,2025-05-09,9.34,10,2,1,0
user_159,2025-05-14,1.14,7,1,1,0
user_159,2025-05-21,6.26,10,1,0,0
user_159,2025-05-23,3.05,10,5,1,0
user_159,2025-06-01,20.82,5,2,0,0
user_159,2025-06-06,37.25,6,2,0,0
user_159,2025-06-06,15.65,6,1,0,0
user_159,2025-06-07,3.97,6,4,0,0
user_159,2025-06-08,3.23,7,2,0,0
user_159,2025-06-10,7.71,5,0,0,0
user_159,2025-06-18,4.67,6,1,3,0
user_159,2025-06-19,8.46,3,2,0,0
user_159,2025-06-30,9.98,6,3,0,1
user_160,2025-04-24,4.29,9,4,0,0
user_160,2025-05-09,21.47,9,5,0,0
user_160,2025-05-14,4.28,5,2,0,0
user_160,2025-05-24,10.73,5,2,0,0
user_160,2025-05-24,4.98,9,2,2,0
user_160,2025-05-27,16.37,11,2,2,0
user_160,2025-05-29,5.01,7,2,1,0
user_160,2025-05-31,2.49,8,3,1,0
user_160,2025-06-01,12.27,8,5,0,0
user_160,2025-06-02,2.87,10,5,0,0
user_160,2025-06-14,2.8,9,1,1,0
user_160,2025-06-16,4.27,8,2,0,0
user_160,2025-06-19,5.42,6,3,0,0
user_160,2025-06-20,1.57,4,0,1,0
user_160,2025-06-21,15.08,8,2,4,0
user_160,2025-06-28,7.93,5,1,0,0
user_160,2025-06-28,7.93,7,2,1,0
user_160,2025-06-30,1.88,11,2,1,0
user_160,2025-07-09,3.82,9,5,0,1
user_160,2025-07-12,13.51,12,3,0,1
user_160,2025-07-16,33.23,8,4,0,1
user_161,2025-04-21,14.17,5,0,1,0
user_161,2025-04-25,0.0,6,2,2,0
user_161,2025-05-19,7.18,4,0,0,0
user_161,2025-05-20,3.0,9,1,0,0
user_161,2025-05-23,4.92,7,1,1,0
user_161,2025-06-05,0.24,5,1,2,0
user_161,2025-06-05,4.37,13,7,1,0
user_161,2025-06-14,13.45,4,0,1,0
user_161,2025-06-15,12.82,4,1,1,0
user_161,2025-06-16,7.45,10,3,0,0
user_161,2025-06-17,0.05,8,1,1,0
user_161,2025-06-19,2.37,6,1,0,0
user_161,2025-06-24,9.64,7,2,1,0
user_161,2025-06-26,0.58,6,0,0,0
user_161,2025-06-28,7.73,5,2,0,0
user_161,2025-07-07,59.53,8,2,0,0
user_161,2025-07-15,0.9,7,3,1,1
user_162,2025-04-18,0.58,10,5,1,0
user_162,2025-04-20,9.4,10,4,2,0
user_162,2025-04-27,5.93,4,1,0,0
user_162,2025-05-11,12.12,9,4,1,0
user_162,2025-05-19,18.83,5,3,0,0
user_162,2025-05-23,9.42,5,0,0,0
user_162,2025-05-26,0.43,11,4,1,0
user_162,2025-05-28,3.26,5,1,0,0
user_162,2025-06-02,6.46,9,4,0,0
user_162,2025-06-02,8.64,9,3,1,0
user_162,2025-06-03,5.77,3,0,0,0
user_162,2025-06-08,44.63,9,3,2,0
user_162,2025-06-09,1.88,7,1,1,0
user_162,2025-06-09,5.26,6,3,0,0
user_162,2025-06-26,26.9,7,2,1,0
user_162,2025-07-13,4.95,4,1,0,1
user_163,2025-04-28,14.18,7,1,0,0
user_163,2025-04-30,2.07,6,3,1,0
user_163,2025-05-06,3.97,5,4,1,0
user_163,2025-05-15,5.5,9,2,1,0
user_163,2025-05-16,21.89,7,2,0,0
user_163,2025-05-16,1.02,9,5,0,0
user_163,2025-05-25,6.67,3,2,0,0
user_163,2025-05-27,16.87,10,1,3,0
user_163,2025-05-28,5.69,5,1,0,0
user_163,2025-05-30,9.28,3,0,0,0
user_163,2025-05-31,1.73,12,7,2,0
user_163,2025-06-19,1.08,9,3,2,0
user_163,2025-07-11,11.58,9,3,0,1
user_163,2025-07-13,4.15,5,2,1,1
user_164,2025-04-28,10.65,6,1,0,0
user_164,2025-05-02,6.34,7,3,1,0
user_164,2025-05-02,24.33,9,1,1,0
user_164,2025-05-03,4.65,5,2,1,0
user_164,2025-05-09,6.09,8,5,0,0
user_164,2025-06-07,24.54,6,3,0,0
user_164,2025-06-15,11.86,7,1,1,0
user_164,2025-06-17,5.45,9,2,1,0
user_164,2025-06-29,12.95,4,2,0,0
user_164,2025-07-03,14.28,6,3,1,0
user_164,2025-07-13,0.26,2,1,0,1
user_164,2025-07-15,28.46,4,1,0,1
user_165,2025-04-20,17.9,9,4,2,0
user_165,2025-05-04,2.52,9,0,0,0
user_165,2025-05-05,31.28,4,2,0,0
user_165,2025-05-08,1.01,10,4,0,0
user_165,2025-05-24,1.87,2,0,0,0
user_165,2025-05-26,2.91,3,1,0,0
user_165,2025-06-10,3.84,9,2,1,1
user_165,2025-06-12,24.96,10,3,2,1
user_165,2025-06-14,9.48,7,3,1,1
user_166,2025-04-23,40.94,5,2,0,0
user_166,2025-04-27,9.98,9,2,1,0
user_166,2025-05-04,10.69,9,3,1,0
user_166,2025-05-06,12.69,3,1,0,0
user_166,2025-05-11,3.69,5,1,0,0
user_166,2025-05-17,50.59,9,3,1,0
user_166,2025-05-22,2.28,3,1,0,0
user_166,2025-05-29,2.89,6,1,0,0
user_166,2025-06-04,51.33,8,3,1,0
user_166,2025-06-09,2.62,4,2,1,0
user_166,2025-06-10,3.53,5,1,1,0
user_166,2025-06-12,10.32,5,2,1,0
user_166,2025-06-14,11.96,7,2,1,0
user_166,2025-06-20,9.22,5,2,1,0
user_166,2025-06-24,2.73,7,0,0,0
user_166,2025-06-29,15.06,6,2,0,1
user_166,2025-07-04,4.99,13,3,1,1
user_166,2025-07-05,7.09,6,2,0,1
user_167,2025-04-25,1.83,5,0,0,0
user_167,2025-04-28,1.13,0,0,0,0
user_167,2025-04-30,2.36,8,2,0,0
user_167,2025-05-04,2.41,12,5,0,0
user_167,2025-05-14,3.4,5,2,1,0
user_167,2025-05-15,10.82,7,1,2,0
user_167,2025-05-19,0.27,9,3,1,0
user_167,2025-05-25,26.1,9,5,2,0
user_167,2025-06-02,0.99,7,2,0,0
user_167,2025-06-12,3.57,7,2,1,0
user_167,2025-06-12,23.52,4,0,0,0
user_167,2025-06-19,5.39,8,2,1,0
user_167,2025-06-20,8.22,7,2,1,0
user_167,2025-06-30,34.23,6,1,2,1
user_167,2025-07-03,17.36,9,2,0,1
user_168,2025-04-18,10.5,16,5,2,0
user_168,2025-04-22,9.26,12,2,1,0
user_168,2025-04-30,6.08,8,3,0,0
user_168,2025-04-30,16.04,10,3,1,0
user_168,2025-04-30,7.76,8,4,4,0
user_168,2025-05-04,8.64,4,2,0,0
user_168,2025-05-16,22.87,7,2,1,0
user_168,2025-05-20,5.23,3,1,1,0
user_168,2025-05-22,1.18,3,1,1,0
user_168,2025-05-28,1.75,8,0,0,0
user_168,2025-06-01,3.93,5,0,0,0
user_168,2025-06-06,5.0,4,2,0,0
user_168,2025-06-14,33.31,6,2,0,0
user_168,2025-06-15,2.7,4,1,0,0
user_168,2025-06-19,1.27,7,1,1,0
user_168,2025-07-16,45.19,2,0,0,1
user_169,2025-04-20,15.01,5,2,1,0
user_169,2025-04-25,0.83,10,3,3,0
user_169,2025-04-28,6.27,9,0,0,0
user_169,2025-04-28,25.23,8,2,2,0
user_169,2025-05-03,1.71,7,0,1,0
user_169,2025-05-12,15.91,8,2,0,0
user_169,2025-05-14,7.81,5,0,1,0
user_169,2025-05-25,4.84,4,1,1,0
user_169,2025-05-29,9.65,5,1,0,0
user_169,2025-05-31,4.91,8,3,1,0
user_169,2025-06-01,2.75,6,4,0,0
user_169,2025-06-02,5.18,8,2,1,0
user_169,2025-06-05,0.44,8,2,0,0
user_169,2025-06-06,7.5,6,2,0,0
user_169,2025-06-18,11.32,11,5,0,0
user_169,2025-06-23,0.09,5,2,0,0
user_169,2025-06-25,7.19,7,1,1,0
user_169,2025-06-25,11.28,5,2,0,0
user_169,2025-06-26,2.15,5,2,0,0
